YEAR_MONTH,ICB_CODE,UNIQUE_PATIENTS,TOTAL_PRESCRIPTIONS
201609,QOC,19494,22112
201609,QOP,120900,140816
201609,QOQ,67643,77064
201609,QOX,31382,35915
201609,QPM,31600,35484
201609,QR1,23679,27964
201609,QRL,66705,75314
201609,QRV,64678,73362
201609,QSL,22507,25555
201609,QT1,42005,48387
201609,QT6,17171,27180
201609,QU9,63537,71171
201609,QUA,48826,56113
201609,QUE,35882,41274
201609,QUY,33510,38557
201609,QVV,31576,36086
201609,QWE,47126,53385
201609,QWO,101054,114430
201609,QWU,36988,41475
201609,QXU,38218,42729
201609,QYG,107878,121539
201610,Q44,1093,1205
201610,Q45,5598,6170
201610,Q50,1585,1802
201610,Q52,1517,1714
201610,Q53,1710,1972
201610,Q54,15,15
201610,Q55,2339,2748
201610,Q56,1356,1655
201610,Q58,558,569
201610,Q59,3365,3729
201610,Q61,1449,1566
201610,Q63,6047,6964
201610,Q64,3248,3656
201610,Q65,171,288
201610,Q66,2265,2694
201610,Q67,3775,4343
201610,Q68,3600,4178
201610,Q99,683,1042
201610,QE1,81237,90581
201610,QF7,62863,70929
201610,QGH,33137,38452
201610,QH8,54697,60105
201610,QHG,42030,46565
201610,QHL,56302,64111
201610,QHM,138065,160979
201610,QJ2,41085,45903
201610,QJG,45735,51813
201610,QJK,48102,55789
201610,QJM,35193,39808
201610,QK1,43157,49770
201610,QKK,56359,62500
201610,QKS,75819,87110
201610,QM7,64553,72343
201610,QMF,68219,76422
201610,QMJ,45368,50612
201610,QMM,47457,52958
201610,QNC,53509,60477
201610,QNQ,31569,35433
201610,QNX,68449,77045
201610,QOC,20845,23424
201610,QOP,133054,153158
201610,QOQ,72521,81631
201610,QOX,32806,37123
201610,QPM,33369,37271
201610,QR1,25452,29745
201610,QRL,71676,80567
201610,QRV,73280,82731
201610,QSL,23323,26196
201610,QT1,46502,53097
201610,QT6,18224,28203
201610,QU9,66667,74478
201610,QUA,54201,62051
201610,QUE,38735,44032
201610,QUY,35801,41067
201610,QVV,33397,38031
201610,QWE,51423,57935
201610,QWO,110508,124526
201610,QWU,40783,45390
201610,QXU,42114,46928
201610,QYG,117226,131130
201611,Q44,1125,1273
201611,Q45,5555,6056
201611,Q50,1626,1790
201611,Q52,1603,1764
201611,Q53,1951,2268
201611,Q54,51,51
201611,Q55,2611,3086
201611,Q56,1509,1801
201611,Q58,679,703
201611,Q59,3406,3833
201611,Q61,1601,1784
201611,Q63,6483,7436
201611,Q64,3406,3838
201611,Q65,165,195
201611,Q66,2386,2772
201611,Q67,4140,4706
201611,Q68,3813,4219
201611,Q69,3,3
201611,Q99,686,1103
201611,QE1,85817,95533
201611,QF7,67776,76645
201611,QGH,35983,41802
201611,QH8,61922,68245
201611,QHG,45826,50783
201611,QHL,58638,66797
201611,QHM,148420,173350
201611,QJ2,45092,50542
201611,QJG,51143,58378
201611,QJK,52936,61535
201611,QJM,38790,43844
201611,QK1,46884,54587
201611,QKK,62117,68753
201611,QKS,83922,96181
201611,QM7,70904,79396
201611,QMF,74435,83158
201611,QMJ,50023,55979
201611,QMM,51384,57478
201611,QNC,58193,65332
201611,QNQ,34131,38368
201611,QNX,73978,82751
201611,QOC,22834,25709
201611,QOP,144131,164929
201611,QOQ,79718,90009
201611,QOX,35280,39972
201611,QPM,35862,40014
201611,QR1,28244,32959
201611,QRL,78923,88727
201611,QRV,79050,88659
201611,QSL,25320,28478
201611,QT1,50996,58373
201611,QT6,19122,29480
201611,QU9,72623,81162
201611,QUA,59499,67255
201611,QUE,42464,48211
201611,QUY,38764,44227
201611,QVV,36480,41158
201611,QWE,56722,63948
201611,QWO,118322,133350
201611,QWU,44186,49273
201611,QXU,45796,50794
201611,QYG,129475,144487
201612,Q44,1201,1313
201612,Q45,6829,7429
201612,Q50,1684,1887
201612,Q52,1594,1756
201612,Q53,2155,2506
201612,Q55,2712,3129
201612,Q56,1464,1729
201612,Q58,619,665
201612,Q59,3601,4027
201612,Q61,1576,1712
201612,Q63,6941,8004
201612,Q64,3606,4080
201612,Q65,63,68
201612,Q66,2487,2873
201612,Q67,4547,5154
201612,Q68,4210,4719
201612,Q99,692,1110
201612,QE1,91937,103096
201612,QF7,72791,82671
201612,QGH,39538,46169
201612,QH8,72599,79958
201612,QHG,51565,57212
201612,QHL,62716,71441
201612,QHM,161339,189012
201612,QJ2,49173,55086
201612,QJG,56191,63669
201612,QJK,57547,66762
201612,QJM,43109,48518
201612,QK1,49696,57898
201612,QKK,67221,74530
201612,QKS,96724,111161
201612,QM7,80965,90798
201612,QMF,79085,88062
201612,QMJ,53629,59579
201612,QMM,57299,64438
201612,QNC,64993,73048
201612,QNQ,37369,42095
201612,QNX,83248,93706
201612,QOC,24552,27766
201612,QOP,151214,173438
201612,QOQ,84476,95938
201612,QOX,38505,43775
201612,QPM,37873,42596
201612,QR1,30870,35948
201612,QRL,84378,95377
201612,QRV,86582,97391
201612,QSL,28773,32422
201612,QT1,55311,64033
201612,QT6,22319,33563
201612,QU9,79463,88472
201612,QUA,65036,73801
201612,QUE,47118,53786
201612,QUY,41930,48079
201612,QVV,40126,45523
201612,QWE,63991,71885
201612,QWO,125485,141790
201612,QWU,48712,54073
201612,QXU,52279,58226
201612,QYG,138410,155194
201701,Q44,1177,1252
201701,Q45,6272,6786
201701,Q50,1881,2121
201701,Q52,1497,1620
201701,Q53,2041,2330
201701,Q55,2536,2902
201701,Q56,1464,1757
201701,Q58,641,669
201701,Q59,3556,3945
201701,Q61,1611,1756
201701,Q63,6936,7948
201701,Q64,3702,4172
201701,Q65,30,33
201701,Q66,2433,2740
201701,Q67,4314,4818
201701,Q68,4051,4552
201701,Q99,746,1155
201701,QE1,92000,102832
201701,QF7,74424,84266
201701,QGH,38967,45205
201701,QH8,68007,74663
201701,QHG,49995,55344
201701,QHL,62948,71532
201701,QHM,160273,186292
201701,QJ2,49329,55191
201701,QJG,57599,64540
201701,QJK,57564,66286
201701,QJM,43684,48792
201701,QK1,48680,56583
201701,QKK,66859,73558
201701,QKS,94071,107110
201701,QM7,79237,88320
201701,QMF,81848,90727
201701,QMJ,55196,60833
201701,QMM,55263,62096
201701,QNC,63080,70704
201701,QNQ,37507,41981
201701,QNX,81187,91443
201701,QOC,24339,27300
201701,QOP,152248,173512
201701,QOQ,87091,98362
201701,QOX,38637,43697
201701,QPM,39244,43583
201701,QR1,30641,35414
201701,QRL,83815,94125
201701,QRV,86945,96869
201701,QSL,28162,31367
201701,QT1,55483,63306
201701,QT6,22276,31757
201701,QU9,77747,86223
201701,QUA,63010,71613
201701,QUE,46425,52736
201701,QUY,42226,47930
201701,QVV,40165,45375
201701,QWE,61683,68852
201701,QWO,124765,139871
201701,QWU,47761,52871
201701,QXU,50620,55897
201701,QYG,137422,152779
201702,Q44,1058,1104
201702,Q45,5295,5742
201702,Q50,1672,1851
201702,Q52,1556,1667
201702,Q53,1908,2138
201702,Q54,0,3
201702,Q55,2320,2604
201702,Q56,1406,1682
201702,Q58,598,618
201702,Q59,3025,3312
201702,Q61,1302,1450
201702,Q63,4660,5278
201702,Q64,3245,3640
201702,Q66,2073,2273
201702,Q67,3666,4094
201702,Q68,3572,4009
201702,Q99,646,1013
201702,QE1,78290,86536
201702,QF7,65476,72999
201702,QGH,34394,39338
201702,QH8,58001,63508
201702,QHG,43840,48087
201702,QHL,55881,62814
201702,QHM,141198,162964
201702,QJ2,42742,47675
201702,QJG,51746,57380
201702,QJK,51827,59149
201702,QJM,38734,43018
201702,QK1,42931,49631
201702,QKK,59700,65964
201702,QKS,81150,91596
201702,QM7,67985,75252
201702,QMF,69414,76592
201702,QMJ,47873,52558
201702,QMM,50559,55973
201702,QNC,54591,60696
201702,QNQ,32318,35718
201702,QNX,71929,80154
201702,QOC,21467,23677
201702,QOP,132534,149360
201702,QOQ,76646,85445
201702,QOX,34539,38765
201702,QPM,34569,38026
201702,QR1,26907,30820
201702,QRL,74127,82241
201702,QRV,74298,82548
201702,QSL,24636,27335
201702,QT1,49021,55696
201702,QT6,20720,28224
201702,QU9,69556,76443
201702,QUA,55230,62093
201702,QUE,41473,46925
201702,QUY,36776,41650
201702,QVV,35828,40238
201702,QWE,53838,59855
201702,QWO,109637,122025
201702,QWU,41845,45867
201702,QXU,43375,47804
201702,QYG,116702,128491
201703,Q44,1021,1082
201703,Q45,5486,5916
201703,Q50,1752,1984
201703,Q52,1495,1673
201703,Q53,2030,2226
201703,Q55,2036,2371
201703,Q56,1431,1701
201703,Q58,614,651
201703,Q59,2990,3327
201703,Q61,1211,1332
201703,Q63,4371,5045
201703,Q64,3246,3657
201703,Q65,3,3
201703,Q66,1942,2146
201703,Q67,3688,4130
201703,Q68,3294,3582
201703,Q99,751,1084
201703,QE1,81919,91514
201703,QF7,68848,77831
201703,QGH,36442,42336
201703,QH8,61511,67888
201703,QHG,46758,51959
201703,QHL,59011,66716
201703,QHM,151134,176297
201703,QJ2,45963,51381
201703,QJG,54061,60435
201703,QJK,54714,63329
201703,QJM,40388,45515
201703,QK1,46822,54513
201703,QKK,63087,69940
201703,QKS,86333,98027
201703,QM7,71947,80835
201703,QMF,73626,81872
201703,QMJ,50293,55525
201703,QMM,54118,60545
201703,QNC,58805,65668
201703,QNQ,34425,38445
201703,QNX,76092,84833
201703,QOC,23070,25829
201703,QOP,140618,160625
201703,QOQ,80053,89993
201703,QOX,36242,41098
201703,QPM,36726,40779
201703,QR1,28020,32447
201703,QRL,78891,88451
201703,QRV,76548,85926
201703,QSL,26493,29680
201703,QT1,52214,59587
201703,QT6,23721,31789
201703,QU9,73721,81956
201703,QUA,58714,66341
201703,QUE,43490,49695
201703,QUY,39275,44621
201703,QVV,38163,43359
201703,QWE,57371,64358
201703,QWO,116612,131069
201703,QWU,44721,49669
201703,QXU,46225,51191
201703,QYG,124498,138163
201704,Q44,950,1015
201704,Q45,1728,1922
201704,Q50,1459,1574
201704,Q52,1432,1573
201704,Q53,1719,1874
201704,Q55,1503,1730
201704,Q56,1188,1331
201704,Q58,330,333
201704,Q59,2374,2632
201704,Q61,967,1091
201704,Q63,2919,3320
201704,Q64,2675,3014
201704,Q66,913,971
201704,Q67,2736,3037
201704,Q68,2445,2642
201704,Q99,661,1018
201704,QE1,69105,76899
201704,QF7,56529,63371
201704,QGH,30558,35035
201704,QH8,48530,53332
201704,QHG,37701,41742
201704,QHL,48635,54694
201704,QHM,127432,148106
201704,QJ2,37821,41996
201704,QJG,44186,49198
201704,QJK,45648,52346
201704,QJM,33743,37918
201704,QK1,38364,44168
201704,QKK,51046,57015
201704,QKS,69253,78842
201704,QM7,57738,64696
201704,QMF,57614,64008
201704,QMJ,39718,44050
201704,QMM,44017,49026
201704,QNC,48547,53687
201704,QNQ,27642,30837
201704,QNX,63565,70496
201704,QOC,19163,21413
201704,QOP,113762,129132
201704,QOQ,67024,74763
201704,QOX,31344,35579
201704,QPM,30506,33634
201704,QR1,24123,27751
201704,QRL,65491,72706
201704,QRV,60573,68031
201704,QSL,21903,24440
201704,QT1,41590,47230
201704,QT6,19261,25273
201704,QU9,60133,66227
201704,QUA,48795,54611
201704,QUE,35012,39899
201704,QUY,32420,36830
201704,QVV,31290,35322
201704,QWE,45947,51410
201704,QWO,95441,106666
201704,QWU,37132,40978
201704,QXU,36755,40404
201704,QYG,102464,112620
201705,Q44,1015,1095
201705,Q45,1663,1893
201705,Q50,1439,1591
201705,Q52,1536,1711
201705,Q53,1880,2106
201705,Q54,3,3
201705,Q55,1524,1807
201705,Q56,1261,1474
201705,Q58,315,318
201705,Q59,2453,2785
201705,Q61,995,1086
201705,Q63,2851,3172
201705,Q64,2947,3309
201705,Q66,921,992
201705,Q67,3054,3432
201705,Q68,2751,2993
201705,Q99,664,955
201705,QE1,72203,82175
201705,QF7,60287,68198
201705,QGH,31756,36301
201705,QH8,52075,58211
201705,QHG,40819,45772
201705,QHL,52233,59309
201705,QHM,129300,156455
201705,QJ2,37925,44671
201705,QJG,47088,53113
201705,QJK,49381,56685
201705,QJM,34461,39840
201705,QK1,40855,47348
201705,QKK,56358,63176
201705,QKS,75619,86486
201705,QM7,62712,71104
201705,QMF,63979,71467
201705,QMJ,43621,48808
201705,QMM,47523,53638
201705,QNC,51659,58199
201705,QNQ,30551,34031
201705,QNX,66618,74878
201705,QOC,19776,22050
201705,QOP,124725,142430
201705,QOQ,71520,81089
201705,QOX,32530,37128
201705,QPM,32491,36833
201705,QR1,24883,28826
201705,QRL,69884,78175
201705,QRV,67137,75683
201705,QSL,23797,26513
201705,QT1,42002,50941
201705,QT6,21471,28581
201705,QU9,65599,73135
201705,QUA,52290,58889
201705,QUE,38152,44278
201705,QUY,34893,40014
201705,QVV,33460,38217
201705,QWE,50190,56784
201705,QWO,102709,115928
201705,QWU,39097,43545
201705,QXU,40112,44660
201705,QYG,109185,121552
201706,Q44,944,1008
201706,Q45,1566,1727
201706,Q50,1480,1644
201706,Q52,1459,1596
201706,Q53,1755,1925
201706,Q54,0,9
201706,Q55,1427,1632
201706,Q56,1311,1451
201706,Q58,51,54
201706,Q59,2402,2689
201706,Q61,880,961
201706,Q63,2698,2981
201706,Q64,2982,3336
201706,Q66,753,827
201706,Q67,3015,3403
201706,Q68,2470,2678
201706,Q99,692,1012
201706,QE1,71097,79967
201706,QF7,57255,65022
201706,QGH,31256,35811
201706,QH8,49397,54881
201706,QHG,39263,43771
201706,QHL,50076,56516
201706,QHM,130899,154095
201706,QJ2,39915,44560
201706,QJG,43986,49361
201706,QJK,48185,55443
201706,QJM,34487,38940
201706,QK1,39321,45943
201706,QKK,53673,59766
201706,QKS,71055,81378
201706,QM7,59212,67107
201706,QMF,59843,66961
201706,QMJ,41258,45960
201706,QMM,44579,50234
201706,QNC,49721,55496
201706,QNQ,29214,32547
201706,QNX,64878,72785
201706,QOC,19998,22226
201706,QOP,119913,137148
201706,QOQ,68624,77713
201706,QOX,31720,36427
201706,QPM,31977,35685
201706,QR1,24043,27746
201706,QRL,68147,76322
201706,QRV,62378,70707
201706,QSL,22844,25578
201706,QT1,43681,49885
201706,QT6,19693,26929
201706,QU9,63790,71085
201706,QUA,50192,56915
201706,QUE,36713,42106
201706,QUY,33444,38209
201706,QVV,31978,36671
201706,QWE,47608,53908
201706,QWO,97724,110290
201706,QWU,37838,42105
201706,QXU,38120,42409
201706,QYG,106737,118463
201707,Q44,1010,1071
201707,Q45,1455,1613
201707,Q50,1524,1676
201707,Q52,1329,1466
201707,Q53,1777,1937
201707,Q55,1395,1624
201707,Q56,1229,1349
201707,Q58,12,12
201707,Q59,2340,2614
201707,Q61,772,861
201707,Q63,2365,2595
201707,Q64,2805,3170
201707,Q66,393,399
201707,Q67,2822,3214
201707,Q68,2476,2704
201707,Q99,661,986
201707,QE1,71074,79540
201707,QF7,57275,64799
201707,QGH,30786,35371
201707,QH8,48381,53346
201707,QHG,39652,44019
201707,QHL,49524,56090
201707,QHM,127713,149422
201707,QJ2,38962,43512
201707,QJG,43609,48799
201707,QJK,46653,53559
201707,QJM,33849,38078
201707,QK1,38217,44292
201707,QKK,52436,58269
201707,QKS,69234,79381
201707,QM7,58859,66317
201707,QMF,59725,66596
201707,QMJ,41333,46054
201707,QMM,44959,50567
201707,QNC,48516,54013
201707,QNQ,28516,31675
201707,QNX,62721,69939
201707,QOC,19608,21779
201707,QOP,120955,137840
201707,QOQ,66364,74632
201707,QOX,30963,35467
201707,QPM,31436,34917
201707,QR1,23771,27482
201707,QRL,67161,75000
201707,QRV,61602,69995
201707,QSL,22107,24653
201707,QT1,42219,48471
201707,QT6,19534,26937
201707,QU9,62210,69142
201707,QUA,49230,55424
201707,QUE,35490,40650
201707,QUY,32997,37639
201707,QVV,31073,35565
201707,QWE,47186,53260
201707,QWO,97622,110169
201707,QWU,37250,41537
201707,QXU,37344,41595
201707,QYG,105253,116344
201708,Q44,921,969
201708,Q45,1327,1467
201708,Q50,1541,1723
201708,Q52,1352,1466
201708,Q53,1895,2092
201708,Q55,1391,1602
201708,Q56,1179,1294
201708,Q58,3,3
201708,Q59,1989,2191
201708,Q61,750,773
201708,Q63,2258,2491
201708,Q64,2071,2350
201708,Q66,320,329
201708,Q67,2758,3151
201708,Q68,2417,2627
201708,Q99,654,912
201708,QE1,69356,77546
201708,QF7,55453,63014
201708,QGH,30679,35049
201708,QH8,49478,54690
201708,QHG,38417,43039
201708,QHL,46721,52906
201708,QHM,126910,149234
201708,QJ2,38481,43030
201708,QJG,43358,48755
201708,QJK,47427,54507
201708,QJM,33996,38663
201708,QK1,37435,43427
201708,QKK,52416,58641
201708,QKS,70714,80642
201708,QM7,58401,65942
201708,QMF,56709,63505
201708,QMJ,39812,44723
201708,QMM,44370,49966
201708,QNC,47963,53631
201708,QNQ,28169,31035
201708,QNX,63582,71296
201708,QOC,18834,20856
201708,QOP,115346,131853
201708,QOQ,66067,74757
201708,QOX,31577,36305
201708,QPM,31086,34636
201708,QR1,23684,27589
201708,QRL,67687,75909
201708,QRV,57935,65871
201708,QSL,22811,25364
201708,QT1,42190,47993
201708,QT6,20253,27848
201708,QU9,61751,68866
201708,QUA,48391,54814
201708,QUE,35211,40771
201708,QUY,32462,37014
201708,QVV,31768,36393
201708,QWE,46374,52778
201708,QWO,94764,107156
201708,QWU,36427,40703
201708,QXU,37974,42022
201708,QYG,103664,114911
201709,Q44,681,743
201709,Q45,1429,1562
201709,Q50,1411,1568
201709,Q52,1356,1480
201709,Q53,1783,1977
201709,Q55,1386,1643
201709,Q56,1163,1299
201709,Q58,0,3
201709,Q59,1965,2152
201709,Q61,694,719
201709,Q63,2356,2602
201709,Q64,1417,1593
201709,Q66,294,303
201709,Q67,2618,2978
201709,Q68,2244,2467
201709,Q99,675,1014
201709,QE1,72369,80579
201709,QF7,56573,64108
201709,QGH,31545,35918
201709,QH8,50945,55927
201709,QHG,38940,43325
201709,QHL,50057,56458
201709,QHM,128911,150488
201709,QJ2,38497,42902
201709,QJG,44375,49623
201709,QJK,47166,54240
201709,QJM,34653,39209
201709,QK1,39354,46008
201709,QKK,53858,59561
201709,QKS,73038,83440
201709,QM7,59697,67456
201709,QMF,61884,68688
201709,QMJ,41733,46517
201709,QMM,45020,50763
201709,QNC,49734,55262
201709,QNQ,29282,32091
201709,QNX,64221,71894
201709,QOC,19423,21419
201709,QOP,120403,136729
201709,QOQ,66839,75247
201709,QOX,32866,37432
201709,QPM,31773,35245
201709,QR1,23989,27804
201709,QRL,68538,76311
201709,QRV,63063,71144
201709,QSL,22828,25289
201709,QT1,41913,48015
201709,QT6,19529,26897
201709,QU9,62450,69535
201709,QUA,49418,55725
201709,QUE,35840,41069
201709,QUY,33235,37906
201709,QVV,32513,37002
201709,QWE,48011,54249
201709,QWO,98432,111152
201709,QWU,37235,41470
201709,QXU,38731,42710
201709,QYG,107322,118906
201710,Q44,539,576
201710,Q45,1407,1547
201710,Q50,1409,1618
201710,Q52,1436,1567
201710,Q53,1865,2050
201710,Q55,1489,1728
201710,Q56,1120,1258
201710,Q59,2105,2342
201710,Q61,625,657
201710,Q63,2289,2533
201710,Q64,1656,1871
201710,Q66,312,339
201710,Q67,2782,3083
201710,Q68,2382,2615
201710,Q99,698,995
201710,QE1,80153,88910
201710,QF7,62450,70652
201710,QGH,33511,38101
201710,QH8,55035,60445
201710,QHG,42899,47518
201710,QHL,55682,62690
201710,QHM,139383,162153
201710,QJ2,42055,46695
201710,QJG,47661,53104
201710,QJK,51261,58718
201710,QJM,36935,41556
201710,QK1,42978,49746
201710,QKK,58308,64476
201710,QKS,78831,90179
201710,QM7,64762,72747
201710,QMF,67911,75184
201710,QMJ,46303,51412
201710,QMM,47779,53512
201710,QNC,53416,59518
201710,QNQ,31547,34547
201710,QNX,69627,77584
201710,QOC,20881,22954
201710,QOP,135478,153406
201710,QOQ,71859,80673
201710,QOX,34858,39336
201710,QPM,33593,37345
201710,QR1,25916,29866
201710,QRL,73434,81496
201710,QRV,70495,79601
201710,QSL,23990,26491
201710,QT1,47178,53793
201710,QT6,21503,28831
201710,QU9,68509,75751
201710,QUA,54646,61601
201710,QUE,39212,44723
201710,QUY,36068,40846
201710,QVV,34420,38944
201710,QWE,53373,60252
201710,QWO,108516,122164
201710,QWU,41325,45823
201710,QXU,42488,46765
201710,QYG,120039,132040
201711,Q44,530,542
201711,Q45,1397,1534
201711,Q50,1449,1603
201711,Q52,1537,1687
201711,Q53,1876,2076
201711,Q55,1474,1708
201711,Q56,1225,1325
201711,Q59,1955,2149
201711,Q61,669,696
201711,Q63,2207,2427
201711,Q64,1373,1525
201711,Q66,249,261
201711,Q67,1893,2191
201711,Q68,1730,1949
201711,Q99,710,1001
201711,QE1,80018,88670
201711,QF7,61125,68939
201711,QGH,34433,39213
201711,QH8,56624,61950
201711,QHG,43466,48045
201711,QHL,57707,64356
201711,QHM,143104,166029
201711,QJ2,42593,47199
201711,QJG,49842,55291
201711,QJK,51926,59334
201711,QJM,36981,41628
201711,QK1,43584,50357
201711,QKK,59782,65942
201711,QKS,80396,91402
201711,QM7,66375,74078
201711,QMF,70133,77471
201711,QMJ,47347,52484
201711,QMM,48372,54272
201711,QNC,55043,60931
201711,QNQ,32112,35202
201711,QNX,70872,79084
201711,QOC,21133,23193
201711,QOP,139375,157082
201711,QOQ,70975,79894
201711,QOX,35919,40662
201711,QPM,34979,39162
201711,QR1,25834,29704
201711,QRL,74116,82389
201711,QRV,71918,80796
201711,QSL,24111,26507
201711,QT1,48085,54415
201711,QT6,21968,28736
201711,QU9,69222,76385
201711,QUA,56064,62871
201711,QUE,40211,45701
201711,QUY,36300,41180
201711,QVV,34883,39544
201711,QWE,54537,61315
201711,QWO,108436,121915
201711,QWU,41653,46047
201711,QXU,43214,47708
201711,QYG,120535,132301
201712,Q44,18,18
201712,Q45,1329,1486
201712,Q50,1723,1925
201712,Q52,1194,1276
201712,Q53,2109,2278
201712,Q55,1690,1846
201712,Q56,1361,1497
201712,Q59,2024,2188
201712,Q61,751,783
201712,Q63,2238,2486
201712,Q64,1317,1466
201712,Q66,147,168
201712,Q67,1760,1963
201712,Q68,1844,1966
201712,Q99,746,1088
201712,QE1,85850,95006
201712,QF7,64991,73443
201712,QGH,36184,41480
201712,QH8,64833,71449
201712,QHG,46244,51020
201712,QHL,57704,64707
201712,QHM,155223,179544
201712,QJ2,46051,51167
201712,QJG,55570,61806
201712,QJK,56496,64449
201712,QJM,40038,44903
201712,QK1,44369,51558
201712,QKK,63380,69703
201712,QKS,92611,105421
201712,QM7,69965,78383
201712,QMF,71576,79148
201712,QMJ,49715,55195
201712,QMM,54501,61001
201712,QNC,57214,63157
201712,QNQ,35123,38341
201712,QNX,80088,89746
201712,QOC,21827,24083
201712,QOP,144571,163491
201712,QOQ,78477,87797
201712,QOX,39267,44115
201712,QPM,36585,40515
201712,QR1,28530,32672
201712,QRL,83701,93009
201712,QRV,77535,87264
201712,QSL,26659,29404
201712,QT1,51462,58410
201712,QT6,24979,32555
201712,QU9,73814,81603
201712,QUA,58977,66007
201712,QUE,43451,49431
201712,QUY,38216,43238
201712,QVV,38219,43054
201712,QWE,58130,64906
201712,QWO,115060,129362
201712,QWU,42882,47466
201712,QXU,47020,51808
201712,QYG,130165,143306
201801,Q44,18,18
201801,Q45,1433,1559
201801,Q50,1755,1994
201801,Q52,1006,1086
201801,Q53,2289,2528
201801,Q55,1749,1960
201801,Q56,1456,1614
201801,Q59,2322,2528
201801,Q61,679,697
201801,Q63,2354,2582
201801,Q64,1217,1354
201801,Q66,159,168
201801,Q67,1893,2081
201801,Q68,1815,1894
201801,Q99,873,1210
201801,QE1,97205,107580
201801,QF7,74268,83854
201801,QGH,42125,47576
201801,QH8,71653,78528
201801,QHG,52493,58311
201801,QHL,65362,73379
201801,QHM,171678,198909
201801,QJ2,52998,58900
201801,QJG,59934,66427
201801,QJK,62182,70729
201801,QJM,46605,51976
201801,QK1,51974,60000
201801,QKK,69732,76680
201801,QKS,99770,112766
201801,QM7,77957,87084
201801,QMF,79496,87836
201801,QMJ,55596,61377
201801,QMM,60875,68117
201801,QNC,67861,74812
201801,QNQ,38462,41780
201801,QNX,87089,96955
201801,QOC,26239,29143
201801,QOP,163471,184352
201801,QOQ,89007,99679
201801,QOX,42779,47910
201801,QPM,41912,46802
201801,QR1,31777,36299
201801,QRL,88241,97727
201801,QRV,84258,94081
201801,QSL,28548,31746
201801,QT1,58021,65732
201801,QT6,27243,34716
201801,QU9,81719,90461
201801,QUA,67183,75370
201801,QUE,48695,55294
201801,QUY,43234,48656
201801,QVV,40729,46005
201801,QWE,63699,70842
201801,QWO,130110,145675
201801,QWU,50324,56192
201801,QXU,51969,57169
201801,QYG,149057,163715
201802,Q44,3,3
201802,Q45,991,1041
201802,Q50,1448,1647
201802,Q52,1059,1137
201802,Q53,2000,2204
201802,Q55,1618,1785
201802,Q56,1251,1377
201802,Q59,1820,1954
201802,Q61,395,458
201802,Q63,1810,1991
201802,Q64,1045,1130
201802,Q66,45,45
201802,Q67,1565,1732
201802,Q68,1394,1495
201802,Q99,598,912
201802,QE1,79514,87059
201802,QF7,61623,69149
201802,QGH,34584,38774
201802,QH8,56636,61775
201802,QHG,43934,47981
201802,QHL,57910,64263
201802,QHM,135724,155667
201802,QJ2,43012,47680
201802,QJG,48458,53122
201802,QJK,51757,58916
201802,QJM,39217,43357
201802,QK1,44490,51354
201802,QKK,58244,64032
201802,QKS,79004,88371
201802,QM7,65063,72034
201802,QMF,67802,74663
201802,QMJ,47914,52487
201802,QMM,48234,53493
201802,QNC,54757,59861
201802,QNQ,32195,34955
201802,QNX,70983,78259
201802,QOC,21782,23630
201802,QOP,135444,151236
201802,QOQ,73474,81570
201802,QOX,36083,40264
201802,QPM,35039,38342
201802,QR1,26089,29835
201802,QRL,71118,78142
201802,QRV,71398,79677
201802,QSL,24330,26767
201802,QT1,48131,53783
201802,QT6,22422,28558
201802,QU9,68817,75138
201802,QUA,54746,60869
201802,QUE,41554,46725
201802,QUY,36400,40717
201802,QVV,34004,38015
201802,QWE,53928,59699
201802,QWO,106508,118570
201802,QWU,42452,46662
201802,QXU,43322,46987
201802,QYG,119206,129834
201803,Q44,21,21
201803,Q45,985,1051
201803,Q50,1471,1641
201803,Q52,727,770
201803,Q53,1958,2108
201803,Q55,1387,1519
201803,Q56,1296,1423
201803,Q59,1761,1917
201803,Q61,330,366
201803,Q63,1757,1913
201803,Q64,1014,1114
201803,Q66,15,18
201803,Q67,1628,1845
201803,Q68,1440,1545
201803,Q99,663,970
201803,QE1,83042,91986
201803,QF7,62516,70544
201803,QGH,34719,39340
201803,QH8,58761,64475
201803,QHG,45005,49805
201803,QHL,55522,62025
201803,QHM,139229,162388
201803,QJ2,42836,47479
201803,QJG,50751,56375
201803,QJK,52969,60883
201803,QJM,38772,43609
201803,QK1,43222,50491
201803,QKK,59465,65880
201803,QKS,84261,95513
201803,QM7,68992,77143
201803,QMF,68841,76052
201803,QMJ,49017,54106
201803,QMM,49658,56164
201803,QNC,53987,59559
201803,QNQ,33341,36261
201803,QNX,76106,84712
201803,QOC,22710,25057
201803,QOP,135738,153411
201803,QOQ,74353,83205
201803,QOX,37107,41926
201803,QPM,34887,38566
201803,QR1,26459,30344
201803,QRL,75366,83296
201803,QRV,71869,80759
201803,QSL,24717,27171
201803,QT1,48608,55206
201803,QT6,23210,29546
201803,QU9,72657,79704
201803,QUA,53832,60564
201803,QUE,43291,49208
201803,QUY,36018,40486
201803,QVV,35702,40400
201803,QWE,56263,62813
201803,QWO,105423,118749
201803,QWU,41493,46091
201803,QXU,45335,49589
201803,QYG,128122,140963
201804,Q44,3,3
201804,Q45,839,919
201804,Q50,1399,1568
201804,Q52,102,105
201804,Q53,1601,1704
201804,Q55,1168,1298
201804,Q56,948,1051
201804,Q59,1181,1285
