YEAR_MONTH,ICB_CODE,UNIQUE_PATIENTS,TOTAL_PRESCRIPTIONS
202312,QE1,88725,96409
202312,QF7,64339,70612
202312,QGH,40688,44741
202312,QH8,67165,71960
202312,QHG,47855,51028
202312,QHL,66004,70610
202312,QHM,155447,177149
202312,QJ2,47129,50578
202312,QJG,57166,62076
202312,QJK,56117,61944
202312,QJM,44299,50082
202312,QK1,48030,52180
202312,QKK,66177,71933
202312,QKS,91724,100935
202312,QM7,74699,81538
202312,QMF,77202,83297
202312,QMJ,53592,58157
202312,QMM,54166,60045
202312,QNC,60694,65727
202312,QNQ,31895,34229
202312,QNX,82006,89714
202312,QOC,24946,27184
202312,QOP,146037,159326
202312,QOQ,81221,89059
202312,QOX,41594,45983
202312,QPM,34474,37468
202312,QR1,28750,31890
202312,QRL,78437,85464
202312,QRV,85454,92517
202312,QSL,25480,27643
202312,QT1,55892,60397
202312,QT6,28068,31215
202312,QU9,75942,82817
202312,QUA,57769,62613
202312,QUE,44097,49099
202312,QUY,36133,39782
202312,QVV,38679,42061
202312,QWE,60481,66509
202312,QWO,117955,128993
202312,QWU,47393,51779
202312,QXU,46241,50030
202312,QYG,130759,141752
